order_id,order_date,customer_id,customer_segment,channel,product_name,sku_id,category,quantity,unit_price,discount_amount,revenue,cogs,gross_margin,city,state,payment_method,order_status,return_reason,carrier,shipping_days,promised_delivery_date,actual_delivery_date
ORD-10803,2021-03-23,CUST-10457,Loyal,Amazon Marketplace,Yoga Mat Premium,SKU-YOG-006,Fitness,3,692.53,0.0,2077.59,789.48,1288.11,Pune,Maharashtra,Wallet,Delivered,,DTDC,10,2021-03-29,2021-04-02
ORD-10804,2021-03-23,CUST-10143,Loyal,Direct Website,Portable Charger 20k,SKU-CHG-008,Electronics,1,3997.99,0.0,3997.99,2118.93,1879.06,Chennai,Tamil Nadu,UPI,Delivered,,XpressBees,5,2021-03-26,2021-03-28
ORD-10805,2021-03-24,CUST-11227,Returning,Google Ads,Smart LED Bulb,SKU-LED-007,Smart Home,3,1771.91,0.0,5315.73,2232.61,3083.12,Pune,Maharashtra,Debit Card,Delivered,,Ekart,4,2021-03-29,2021-03-28
ORD-10806,2021-03-25,CUST-10237,Loyal,Flipkart Marketplace,Coffee Grinder Mini,SKU-COF-009,Kitchen,3,2418.51,341.79,6230.16,2902.21,3327.95,Delhi,Delhi,UPI,Delivered,,DTDC,10,2021-03-31,2021-04-04
ORD-10807,2021-03-25,CUST-11739,New,Direct Website,Mechanical Keyboard,SKU-KEY-004,Electronics,2,4327.12,583.43,7487.38,4759.83,2727.55,Kolkata,West Bengal,Debit Card,Refunded,Wrong item delivered,XpressBees,5,2021-03-28,2021-03-30
ORD-10808,2021-03-25,CUST-10794,Returning,Referral,Wireless Earbuds Pro,SKU-EAR-001,Electronics,3,5315.52,0.0,15946.56,8292.21,7654.35,Mumbai,Maharashtra,Wallet,Cancelled,,XpressBees,3,2021-03-28,2021-03-28
ORD-10809,2021-03-25,CUST-12526,New,Google Ads,USB-C Hub 7-in-1,SKU-HUB-005,Electronics,1,3229.52,583.49,2646.03,1614.76,1031.27,Ahmedabad,Gujarat,Wallet,Delivered,,Delhivery,3,2021-03-29,2021-03-28
ORD-10810,2021-03-26,CUST-10698,Loyal,Google Ads,Smart LED Bulb,SKU-LED-007,Smart Home,3,914.3,178.47,2207.49,1152.02,1055.47,Bengaluru,Karnataka,Credit Card,Returned,Wrong item delivered,Delhivery,2,2021-03-30,2021-03-28
ORD-10811,2021-03-27,CUST-10684,Loyal,Amazon Marketplace,Coffee Grinder Mini,SKU-COF-009,Kitchen,3,2784.66,450.66,7002.0,3341.59,3660.41,Mumbai,Maharashtra,Net Banking,Shipped,,BlueDart,3,2021-03-29,2021-03-30
ORD-10812,2021-03-28,CUST-10767,Returning,Organic Search,Bamboo Water Bottle,SKU-LIF-003,Lifestyle,1,824.97,0.0,824.97,288.74,536.23,Pune,Maharashtra,Net Banking,Delivered,,DTDC,6,2021-04-03,2021-04-03
ORD-10813,2021-03-28,CUST-11737,New,Direct Website,Portable Charger 20k,SKU-CHG-008,Electronics,2,2179.94,0.0,4359.88,2310.74,2049.14,Bengaluru,Karnataka,UPI,Delivered,,Delhivery,4,2021-04-01,2021-04-01
ORD-10814,2021-03-28,CUST-10267,Loyal,Instagram Ads,Coffee Grinder Mini,SKU-COF-009,Kitchen,2,3109.19,0.0,6218.38,2487.35,3731.03,Delhi,Delhi,Net Banking,Delivered,,BlueDart,4,2021-03-30,2021-04-01
ORD-10815,2021-03-29,CUST-10589,Loyal,Amazon Marketplace,Coffee Grinder Mini,SKU-COF-009,Kitchen,1,2526.05,0.0,2526.05,1010.42,1515.63,Chennai,Tamil Nadu,UPI,Shipped,,BlueDart,1,2021-03-31,2021-03-30
ORD-10816,2021-03-30,CUST-10462,Loyal,Organic Search,Coffee Grinder Mini,SKU-COF-009,Kitchen,3,1772.78,0.0,5318.34,2127.34,3191.0,Delhi,Delhi,Wallet,Returned,Changed mind,Delhivery,3,2021-04-03,2021-04-02
ORD-10817,2021-03-30,CUST-10669,Loyal,Instagram Ads,Running Shoes V3,SKU-RUN-010,Footwear,2,8211.09,0.0,16422.18,7389.98,9032.2,Delhi,Delhi,Cash on Delivery,Delivered,,Ekart,5,2021-04-04,2021-04-04
ORD-10818,2021-03-31,CUST-12762,New,Direct Website,Smart LED Bulb,SKU-LED-007,Smart Home,1,897.28,0.0,897.28,376.86,520.42,Chennai,Tamil Nadu,Credit Card,Delivered,,DTDC,8,2021-04-06,2021-04-08
ORD-10819,2021-04-01,CUST-11350,Returning,Direct Website,Mechanical Keyboard,SKU-KEY-004,Electronics,2,12014.75,1767.02,20495.46,13216.22,7279.24,Delhi,Delhi,Credit Card,Delivered,,XpressBees,5,2021-04-04,2021-04-06
ORD-10820,2021-04-01,CUST-10981,Returning,Google Ads,USB-C Hub 7-in-1,SKU-HUB-005,Electronics,1,2452.93,238.2,2214.73,1226.46,988.27,Mumbai,Maharashtra,Cash on Delivery,Delivered,,DTDC,9,2021-04-07,2021-04-10
ORD-10821,2021-04-01,CUST-10222,Loyal,Referral,Portable Charger 20k,SKU-CHG-008,Electronics,1,3195.71,0.0,3195.71,1693.73,1501.98,Delhi,Delhi,UPI,Delivered,,BlueDart,2,2021-04-03,2021-04-03
ORD-10822,2021-04-02,CUST-11191,Returning,Direct Website,Bamboo Water Bottle,SKU-LIF-003,Lifestyle,3,581.68,0.0,1745.04,610.76,1134.28,Bengaluru,Karnataka,Credit Card,Delivered,,BlueDart,3,2021-04-04,2021-04-05
ORD-10823,2021-04-02,CUST-12177,New,Flipkart Marketplace,Smart LED Bulb,SKU-LED-007,Smart Home,3,1008.99,0.0,3026.97,1271.33,1755.64,Hyderabad,Telangana,Credit Card,Shipped,,Delhivery,4,2021-04-06,2021-04-06
ORD-10824,2021-04-03,CUST-10623,Loyal,Google Ads,Yoga Mat Premium,SKU-YOG-006,Fitness,1,2261.84,0.0,2261.84,859.5,1402.34,Bengaluru,Karnataka,Credit Card,Delivered,,Delhivery,2,2021-04-07,2021-04-05
ORD-10825,2021-04-03,CUST-12716,New,Organic Search,Smart LED Bulb,SKU-LED-007,Smart Home,1,1415.93,0.0,1415.93,594.69,821.24,Ahmedabad,Gujarat,UPI,Delivered,,BlueDart,3,2021-04-05,2021-04-06
ORD-10826,2021-04-04,CUST-10606,Loyal,Instagram Ads,USB-C Hub 7-in-1,SKU-HUB-005,Electronics,3,3033.41,642.1,7173.93,4550.12,2623.81,Delhi,Delhi,UPI,Delivered,,DTDC,9,2021-04-10,2021-04-13
ORD-10827,2021-04-05,CUST-10277,Loyal,Direct Website,Portable Charger 20k,SKU-CHG-008,Electronics,2,2901.42,0.0,5802.84,3075.51,2727.33,Kolkata,West Bengal,Wallet,Delivered,,DTDC,9,2021-04-11,2021-04-14
ORD-10828,2021-04-05,CUST-12327,New,Direct Website,Wireless Earbuds Pro,SKU-EAR-001,Electronics,1,2577.64,0.0,2577.64,1340.37,1237.27,Bengaluru,Karnataka,Net Banking,Delivered,,Ekart,4,2021-04-10,2021-04-09
ORD-10829,2021-04-05,CUST-11160,Returning,Google Ads,Portable Charger 20k,SKU-CHG-008,Electronics,3,1848.63,0.0,5545.89,2939.32,2606.57,Chennai,Tamil Nadu,Cash on Delivery,Delivered,,DTDC,9,2021-04-11,2021-04-14
ORD-10830,2021-04-05,CUST-11020,Returning,Organic Search,Coffee Grinder Mini,SKU-COF-009,Kitchen,1,3543.37,624.2,2919.17,1417.35,1501.82,Hyderabad,Telangana,Credit Card,Delivered,,BlueDart,1,2021-04-07,2021-04-06
ORD-10831,2021-04-06,CUST-12858,At-Risk,Google Ads,Coffee Grinder Mini,SKU-COF-009,Kitchen,1,2480.91,456.34,2024.57,992.36,1032.21,Mumbai,Maharashtra,Debit Card,Returned,Changed mind,BlueDart,2,2021-04-08,2021-04-08
ORD-10832,2021-04-06,CUST-12312,New,Direct Website,Running Shoes V3,SKU-RUN-010,Footwear,2,5842.79,0.0,11685.58,5258.51,6427.07,Bengaluru,Karnataka,Credit Card,Processing,,DTDC,5,2021-04-12,2021-04-11
ORD-10833,2021-04-06,CUST-13437,At-Risk,Google Ads,Mechanical Keyboard,SKU-KEY-004,Electronics,3,7863.89,437.43,22279.38,12975.42,9303.96,Chennai,Tamil Nadu,Debit Card,Delivered,,DTDC,6,2021-04-12,2021-04-12
ORD-10834,2021-04-06,CUST-11622,New,Amazon Marketplace,Wireless Earbuds Pro,SKU-EAR-001,Electronics,2,3432.93,374.06,6117.74,3570.25,2547.49,Delhi,Delhi,Cash on Delivery,Delivered,,XpressBees,5,2021-04-09,2021-04-11
ORD-10835,2021-04-07,CUST-11201,Returning,Organic Search,Smart LED Bulb,SKU-LED-007,Smart Home,2,1425.33,0.0,2850.66,1197.28,1653.38,Delhi,Delhi,UPI,Delivered,,DTDC,6,2021-04-13,2021-04-13
ORD-10836,2021-04-07,CUST-11083,Returning,Flipkart Marketplace,Wireless Earbuds Pro,SKU-EAR-001,Electronics,1,4328.02,0.0,4328.02,2250.57,2077.45,Pune,Maharashtra,Wallet,Delivered,,XpressBees,5,2021-04-10,2021-04-12
ORD-10837,2021-04-08,CUST-10614,Loyal,Google Ads,Bamboo Water Bottle,SKU-LIF-003,Lifestyle,2,927.39,208.18,1438.42,649.17,789.25,Pune,Maharashtra,Cash on Delivery,Delivered,,DTDC,10,2021-04-14,2021-04-18
ORD-10838,2021-04-08,CUST-10312,Loyal,Google Ads,Portable Charger 20k,SKU-CHG-008,Electronics,3,2012.55,0.0,6037.65,3199.95,2837.7,Hyderabad,Telangana,Credit Card,Delivered,,DTDC,4,2021-04-14,2021-04-12
ORD-10839,2021-04-08,CUST-12314,New,Organic Search,Yoga Mat Premium,SKU-YOG-006,Fitness,2,1774.17,228.1,3092.14,1348.37,1743.77,Pune,Maharashtra,Wallet,Delivered,,DTDC,10,2021-04-14,2021-04-18
ORD-10840,2021-04-08,CUST-10011,Loyal,Direct Website,Smart LED Bulb,SKU-LED-007,Smart Home,1,512.96,0.0,512.96,215.44,297.52,Kolkata,West Bengal,Cash on Delivery,Refunded,Delayed delivery,DTDC,3,2021-04-14,2021-04-11
ORD-10841,2021-04-09,CUST-12639,New,Google Ads,Portable Charger 20k,SKU-CHG-008,Electronics,3,4119.94,0.0,12359.82,6550.7,5809.12,Hyderabad,Telangana,UPI,Shipped,,Ekart,5,2021-04-14,2021-04-14
ORD-10842,2021-04-09,CUST-10453,Loyal,Google Ads,Fitness Tracker X2,SKU-FIT-002,Electronics,1,6184.2,0.0,6184.2,2968.42,3215.78,Chennai,Tamil Nadu,UPI,Delivered,,DTDC,6,2021-04-15,2021-04-15
ORD-10843,2021-04-10,CUST-10413,Loyal,Email Campaign,Portable Charger 20k,SKU-CHG-008,Electronics,3,2924.39,632.19,6876.6,4649.78,2226.82,Mumbai,Maharashtra,Debit Card,Delivered,,Delhivery,3,2021-04-14,2021-04-13
ORD-10844,2021-04-10,CUST-10012,Loyal,Direct Website,Yoga Mat Premium,SKU-YOG-006,Fitness,3,2230.46,0.0,6691.38,2542.72,4148.66,Mumbai,Maharashtra,Net Banking,Returned,Size/fit issue,Delhivery,5,2021-04-14,2021-04-15
ORD-10845,2021-04-11,CUST-10621,Loyal,Flipkart Marketplace,USB-C Hub 7-in-1,SKU-HUB-005,Electronics,1,2129.93,0.0,2129.93,1064.96,1064.97,Chennai,Tamil Nadu,UPI,Delivered,,DTDC,10,2021-04-17,2021-04-21
ORD-10846,2021-04-11,CUST-10153,Loyal,Flipkart Marketplace,USB-C Hub 7-in-1,SKU-HUB-005,Electronics,1,1485.77,0.0,1485.77,742.88,742.89,Chennai,Tamil Nadu,Credit Card,Delivered,,Delhivery,2,2021-04-15,2021-04-13
ORD-10847,2021-04-11,CUST-10318,Loyal,Organic Search,Yoga Mat Premium,SKU-YOG-006,Fitness,2,1572.64,0.0,3145.28,1195.21,1950.07,Delhi,Delhi,Credit Card,Delivered,,DTDC,4,2021-04-17,2021-04-15
ORD-10848,2021-04-13,CUST-11605,New,Organic Search,Yoga Mat Premium,SKU-YOG-006,Fitness,3,771.31,86.54,2054.31,879.29,1175.02,Chennai,Tamil Nadu,Credit Card,Delivered,,Ekart,5,2021-04-18,2021-04-18
ORD-10849,2021-04-13,CUST-10728,Returning,Instagram Ads,Mechanical Keyboard,SKU-KEY-004,Electronics,2,11688.41,1385.41,20606.0,12857.25,7748.75,Mumbai,Maharashtra,UPI,Delivered,,Delhivery,2,2021-04-17,2021-04-15
ORD-10850,2021-04-14,CUST-10018,Loyal,Google Ads,Bamboo Water Bottle,SKU-LIF-003,Lifestyle,1,775.5,0.0,775.5,271.42,504.08,Pune,Maharashtra,UPI,Delivered,,Ekart,3,2021-04-19,2021-04-17
ORD-10851,2021-04-14,CUST-10547,Loyal,Email Campaign,Fitness Tracker X2,SKU-FIT-002,Electronics,3,7015.82,0.0,21047.46,10102.78,10944.68,Delhi,Delhi,Net Banking,Cancelled,,Ekart,4,2021-04-19,2021-04-18
ORD-10852,2021-04-14,CUST-10010,Loyal,Google Ads,Mechanical Keyboard,SKU-KEY-004,Electronics,1,11479.85,0.0,11479.85,6313.92,5165.93,Hyderabad,Telangana,UPI,Delivered,,BlueDart,2,2021-04-16,2021-04-16
ORD-10853,2021-04-14,CUST-12780,New,Flipkart Marketplace,Bamboo Water Bottle,SKU-LIF-003,Lifestyle,3,813.69,192.13,1864.68,854.37,1010.31,Surat,Gujarat,Debit Card,Delivered,,Ekart,6,2021-04-19,2021-04-20
ORD-10854,2021-04-15,CUST-12497,New,Organic Search,Yoga Mat Premium,SKU-YOG-006,Fitness,3,1491.55,96.78,4184.31,1700.37,2483.94,Hyderabad,Telangana,Debit Card,Delivered,,BlueDart,2,2021-04-17,2021-04-17
ORD-10855,2021-04-15,CUST-10609,Loyal,Organic Search,Running Shoes V3,SKU-RUN-010,Footwear,2,2971.98,291.54,5360.88,2674.78,2686.1,Hyderabad,Telangana,Wallet,Delivered,,Ekart,2,2021-04-20,2021-04-17
ORD-10856,2021-04-16,CUST-10415,Loyal,Amazon Marketplace,Fitness Tracker X2,SKU-FIT-002,Electronics,1,4781.18,447.28,4333.9,2294.97,2038.93,Mumbai,Maharashtra,Wallet,Delivered,,Delhivery,5,2021-04-20,2021-04-21
ORD-10857,2021-04-16,CUST-10184,Loyal,Amazon Marketplace,Mechanical Keyboard,SKU-KEY-004,Electronics,3,12011.71,0.0,36035.13,19819.32,16215.81,Mumbai,Maharashtra,Cash on Delivery,Delivered,,XpressBees,3,2021-04-19,2021-04-19
ORD-10858,2021-04-17,CUST-11692,New,Google Ads,Wireless Earbuds Pro,SKU-EAR-001,Electronics,3,6043.42,1456.0,13762.26,9427.74,4334.52,Ahmedabad,Gujarat,Credit Card,Delivered,,DTDC,3,2021-04-23,2021-04-20
ORD-10859,2021-04-17,CUST-10207,Loyal,Email Campaign,Running Shoes V3,SKU-RUN-010,Footwear,2,7743.85,0.0,15487.7,6969.46,8518.24,Kolkata,West Bengal,UPI,Shipped,,BlueDart,4,2021-04-19,2021-04-21
ORD-10860,2021-04-17,CUST-11508,New,Amazon Marketplace,Portable Charger 20k,SKU-CHG-008,Electronics,1,2218.96,519.14,1699.82,1176.05,523.77,Kolkata,West Bengal,UPI,Returned,Delayed delivery,BlueDart,2,2021-04-19,2021-04-19
ORD-10861,2021-04-18,CUST-10446,Loyal,Organic Search,Bamboo Water Bottle,SKU-LIF-003,Lifestyle,1,437.5,0.0,437.5,153.12,284.38,Surat,Gujarat,Credit Card,Delivered,,Ekart,5,2021-04-23,2021-04-23
ORD-10862,2021-04-19,CUST-11817,New,Direct Website,USB-C Hub 7-in-1,SKU-HUB-005,Electronics,1,3334.15,0.0,3334.15,1667.08,1667.07,Mumbai,Maharashtra,UPI,Delivered,,XpressBees,4,2021-04-22,2021-04-23
ORD-10863,2021-04-19,CUST-10678,Loyal,Amazon Marketplace,Portable Charger 20k,SKU-CHG-008,Electronics,2,2022.04,327.49,3389.1,2143.36,1245.74,Pune,Maharashtra,UPI,Delivered,,Delhivery,2,2021-04-23,2021-04-21
ORD-10864,2021-04-19,CUST-10236,Loyal,Flipkart Marketplace,Running Shoes V3,SKU-RUN-010,Footwear,2,6393.41,970.65,10845.52,5754.07,5091.45,Mumbai,Maharashtra,UPI,Delivered,,XpressBees,5,2021-04-22,2021-04-24
ORD-10865,2021-04-20,CUST-10478,Loyal,Direct Website,Yoga Mat Premium,SKU-YOG-006,Fitness,2,1384.61,0.0,2769.22,1052.3,1716.92,Chennai,Tamil Nadu,Credit Card,Delivered,,BlueDart,1,2021-04-22,2021-04-21
ORD-10866,2021-04-21,CUST-11614,New,Google Ads,Bamboo Water Bottle,SKU-LIF-003,Lifestyle,2,505.27,96.19,818.16,353.69,464.47,Pune,Maharashtra,Debit Card,Refunded,Size/fit issue,Delhivery,5,2021-04-25,2021-04-26
ORD-10867,2021-04-21,CUST-11588,New,Google Ads,Smart LED Bulb,SKU-LED-007,Smart Home,2,1415.75,240.52,2350.46,1189.23,1161.23,Chennai,Tamil Nadu,Cash on Delivery,Delivered,,Ekart,6,2021-04-26,2021-04-27
ORD-10868,2021-04-22,CUST-11252,Returning,Amazon Marketplace,Smart LED Bulb,SKU-LED-007,Smart Home,1,1830.57,0.0,1830.57,768.84,1061.73,Delhi,Delhi,Credit Card,Delivered,,XpressBees,2,2021-04-25,2021-04-24
ORD-10869,2021-04-22,CUST-10558,Loyal,Referral,Smart LED Bulb,SKU-LED-007,Smart Home,2,1563.12,0.0,3126.24,1313.02,1813.22,Ahmedabad,Gujarat,UPI,Delivered,,Delhivery,2,2021-04-26,2021-04-24
ORD-10870,2021-04-23,CUST-11361,Returning,Organic Search,Wireless Earbuds Pro,SKU-EAR-001,Electronics,3,3710.26,0.0,11130.78,5788.01,5342.77,Hyderabad,Telangana,Credit Card,Delivered,,DTDC,9,2021-04-29,2021-05-02
ORD-10871,2021-04-23,CUST-10072,Loyal,Flipkart Marketplace,Portable Charger 20k,SKU-CHG-008,Electronics,3,2963.24,475.03,7464.63,4711.55,2753.08,Ahmedabad,Gujarat,Credit Card,Processing,,Ekart,2,2021-04-28,2021-04-25
ORD-10872,2021-04-23,CUST-11272,Returning,Direct Website,Wireless Earbuds Pro,SKU-EAR-001,Electronics,3,5834.63,897.72,14810.73,9102.02,5708.71,Bengaluru,Karnataka,Cash on Delivery,Delivered,,XpressBees,2,2021-04-26,2021-04-25
ORD-10873,2021-04-23,CUST-12087,New,Organic Search,Running Shoes V3,SKU-RUN-010,Footwear,3,6349.09,0.0,19047.27,8571.27,10476.0,Delhi,Delhi,Credit Card,Delivered,,BlueDart,4,2021-04-25,2021-04-27
ORD-10874,2021-04-24,CUST-10238,Loyal,Direct Website,Coffee Grinder Mini,SKU-COF-009,Kitchen,1,2720.12,0.0,2720.12,1088.05,1632.07,Ahmedabad,Gujarat,UPI,Delivered,,DTDC,3,2021-04-30,2021-04-27
ORD-10875,2021-04-24,CUST-12269,New,Referral,Yoga Mat Premium,SKU-YOG-006,Fitness,1,1992.26,398.56,1593.7,757.06,836.64,Kolkata,West Bengal,Debit Card,Processing,,Ekart,5,2021-04-29,2021-04-29
ORD-10876,2021-04-25,CUST-12727,New,Direct Website,Smart LED Bulb,SKU-LED-007,Smart Home,2,768.62,0.0,1537.24,645.64,891.6,Mumbai,Maharashtra,Credit Card,Delivered,,Ekart,4,2021-04-30,2021-04-29
ORD-10877,2021-04-25,CUST-13146,At-Risk,Flipkart Marketplace,Wireless Earbuds Pro,SKU-EAR-001,Electronics,2,1581.23,0.0,3162.46,1644.48,1517.98,Bengaluru,Karnataka,Credit Card,Delivered,,Delhivery,4,2021-04-29,2021-04-29
ORD-10878,2021-04-26,CUST-10051,Loyal,Amazon Marketplace,Coffee Grinder Mini,SKU-COF-009,Kitchen,3,3774.03,0.0,11322.09,4528.84,6793.25,Mumbai,Maharashtra,UPI,Delivered,,XpressBees,2,2021-04-29,2021-04-28
ORD-10879,2021-04-27,CUST-12679,New,Flipkart Marketplace,Bamboo Water Bottle,SKU-LIF-003,Lifestyle,3,697.57,0.0,2092.71,732.45,1360.26,Ahmedabad,Gujarat,Credit Card,Delivered,,BlueDart,3,2021-04-29,2021-04-30
ORD-10880,2021-04-27,CUST-10109,Loyal,Organic Search,Bamboo Water Bottle,SKU-LIF-003,Lifestyle,3,418.87,0.0,1256.61,439.81,816.8,Bengaluru,Karnataka,UPI,Cancelled,,Ekart,4,2021-05-02,2021-05-01
ORD-10881,2021-04-27,CUST-10655,Loyal,Organic Search,Portable Charger 20k,SKU-CHG-008,Electronics,1,2513.85,0.0,2513.85,1332.34,1181.51,Delhi,Delhi,Net Banking,Delivered,,XpressBees,4,2021-04-30,2021-05-01
ORD-10882,2021-04-27,CUST-11111,Returning,Direct Website,Running Shoes V3,SKU-RUN-010,Footwear,3,9376.01,1904.66,22414.05,12657.61,9756.44,Mumbai,Maharashtra,UPI,Delivered,,XpressBees,5,2021-04-30,2021-05-02
ORD-10883,2021-04-27,CUST-10382,Loyal,Direct Website,USB-C Hub 7-in-1,SKU-HUB-005,Electronics,3,2638.59,0.0,7915.77,3957.88,3957.89,Delhi,Delhi,UPI,Returned,Size/fit issue,XpressBees,3,2021-04-30,2021-04-30
ORD-10884,2021-04-30,CUST-10594,Loyal,Instagram Ads,Yoga Mat Premium,SKU-YOG-006,Fitness,3,1899.04,0.0,5697.12,2164.91,3532.21,Bengaluru,Karnataka,Debit Card,Refunded,Delayed delivery,Delhivery,2,2021-05-04,2021-05-02
ORD-10885,2021-04-30,CUST-12743,New,Google Ads,Yoga Mat Premium,SKU-YOG-006,Fitness,2,773.97,0.0,1547.94,588.22,959.72,Surat,Gujarat,Debit Card,Delivered,,Ekart,5,2021-05-05,2021-05-05
ORD-10886,2021-05-01,CUST-10302,Loyal,Organic Search,Bamboo Water Bottle,SKU-LIF-003,Lifestyle,1,925.46,0.0,925.46,323.91,601.55,Surat,Gujarat,UPI,Delivered,,BlueDart,2,2021-05-03,2021-05-03
ORD-10887,2021-05-01,CUST-11083,Returning,Direct Website,Yoga Mat Premium,SKU-YOG-006,Fitness,1,2411.1,505.39,1905.71,916.22,989.49,Bengaluru,Karnataka,Wallet,Cancelled,,XpressBees,4,2021-05-04,2021-05-05
ORD-10888,2021-05-01,CUST-12323,New,Email Campaign,Running Shoes V3,SKU-RUN-010,Footwear,3,6126.2,0.0,18378.6,8270.37,10108.23,Ahmedabad,Gujarat,Debit Card,Delivered,,Delhivery,5,2021-05-05,2021-05-06
ORD-10889,2021-05-01,CUST-10416,Loyal,Direct Website,Mechanical Keyboard,SKU-KEY-004,Electronics,3,6436.3,0.0,19308.9,10619.9,8689.0,Kolkata,West Bengal,Cash on Delivery,Returned,Changed mind,Delhivery,2,2021-05-05,2021-05-03
ORD-10890,2021-05-02,CUST-12939,At-Risk,Direct Website,Portable Charger 20k,SKU-CHG-008,Electronics,3,3773.87,0.0,11321.61,6000.45,5321.16,Pune,Maharashtra,UPI,Delivered,,XpressBees,2,2021-05-05,2021-05-04
ORD-10891,2021-05-02,CUST-13328,At-Risk,Direct Website,Portable Charger 20k,SKU-CHG-008,Electronics,2,4200.13,0.0,8400.26,4452.14,3948.12,Delhi,Delhi,Credit Card,Shipped,,BlueDart,2,2021-05-04,2021-05-04
ORD-10892,2021-05-02,CUST-10459,Loyal,Direct Website,Coffee Grinder Mini,SKU-COF-009,Kitchen,2,3571.2,360.01,6422.38,2856.96,3565.42,Pune,Maharashtra,Credit Card,Delivered,,Delhivery,6,2021-05-06,2021-05-08
ORD-10893,2021-05-02,CUST-10894,Returning,Email Campaign,Portable Charger 20k,SKU-CHG-008,Electronics,1,4652.7,0.0,4652.7,2465.93,2186.77,Surat,Gujarat,Credit Card,Delivered,,Delhivery,3,2021-05-06,2021-05-05
ORD-10894,2021-05-03,CUST-10019,Loyal,Direct Website,Running Shoes V3,SKU-RUN-010,Footwear,2,6780.89,0.0,13561.78,6102.8,7458.98,Kolkata,West Bengal,UPI,Delivered,,DTDC,6,2021-05-09,2021-05-09
ORD-10895,2021-05-04,CUST-13161,At-Risk,Instagram Ads,Portable Charger 20k,SKU-CHG-008,Electronics,1,2586.86,0.0,2586.86,1371.04,1215.82,Hyderabad,Telangana,UPI,Processing,,XpressBees,5,2021-05-07,2021-05-09
ORD-10896,2021-05-04,CUST-10237,Loyal,Instagram Ads,Running Shoes V3,SKU-RUN-010,Footwear,3,5759.77,1173.79,13757.94,7775.69,5982.25,Mumbai,Maharashtra,Cash on Delivery,Delivered,,Delhivery,6,2021-05-08,2021-05-10
ORD-10897,2021-05-04,CUST-10764,Returning,Direct Website,Portable Charger 20k,SKU-CHG-008,Electronics,3,4146.4,0.0,12439.2,6592.78,5846.42,Bengaluru,Karnataka,Cash on Delivery,Delivered,,XpressBees,5,2021-05-07,2021-05-09
ORD-10898,2021-05-05,CUST-11524,New,Organic Search,Coffee Grinder Mini,SKU-COF-009,Kitchen,1,2040.11,412.13,1627.98,816.04,811.94,Chennai,Tamil Nadu,UPI,Delivered,,Delhivery,6,2021-05-09,2021-05-11
ORD-10899,2021-05-05,CUST-11409,New,Direct Website,Coffee Grinder Mini,SKU-COF-009,Kitchen,3,1940.34,0.0,5821.02,2328.41,3492.61,Mumbai,Maharashtra,UPI,Delivered,,XpressBees,5,2021-05-08,2021-05-10
ORD-10900,2021-05-05,CUST-11420,New,Google Ads,Running Shoes V3,SKU-RUN-010,Footwear,3,7427.53,984.37,19329.48,10027.17,9302.31,Bengaluru,Karnataka,UPI,Delivered,,Delhivery,2,2021-05-09,2021-05-07
ORD-10901,2021-05-06,CUST-10029,Loyal,Amazon Marketplace,Yoga Mat Premium,SKU-YOG-006,Fitness,2,1516.63,0.0,3033.26,1152.64,1880.62,Pune,Maharashtra,Debit Card,Delivered,,DTDC,6,2021-05-12,2021-05-12
ORD-10902,2021-05-06,CUST-11843,New,Organic Search,Portable Charger 20k,SKU-CHG-008,Electronics,2,4147.2,250.8,7792.8,4396.03,3396.77,Ahmedabad,Gujarat,UPI,Shipped,,DTDC,9,2021-05-12,2021-05-15
ORD-10903,2021-05-06,CUST-11904,New,Referral,Running Shoes V3,SKU-RUN-010,Footwear,1,3156.07,268.04,2888.03,1420.23,1467.8,Pune,Maharashtra,Net Banking,Delivered,,Delhivery,4,2021-05-10,2021-05-10
ORD-10904,2021-05-06,CUST-11102,Returning,Flipkart Marketplace,Mechanical Keyboard,SKU-KEY-004,Electronics,3,6671.09,0.0,20013.27,11007.3,9005.97,Chennai,Tamil Nadu,UPI,Delivered,,Ekart,2,2021-05-11,2021-05-08
ORD-10905,2021-05-06,CUST-11828,New,Google Ads,Fitness Tracker X2,SKU-FIT-002,Electronics,1,4173.28,0.0,4173.28,2003.17,2170.11,Delhi,Delhi,Debit Card,Delivered,,DTDC,8,2021-05-12,2021-05-14
ORD-10906,2021-05-06,CUST-10001,Loyal,Amazon Marketplace,Coffee Grinder Mini,SKU-COF-009,Kitchen,3,3311.73,0.0,9935.19,3974.08,5961.11,Chennai,Tamil Nadu,Cash on Delivery,Delivered,,BlueDart,1,2021-05-08,2021-05-07
ORD-10907,2021-05-07,CUST-10286,Loyal,Google Ads,Smart LED Bulb,SKU-LED-007,Smart Home,2,1536.21,0.0,3072.42,1290.42,1782.0,Kolkata,West Bengal,UPI,Delivered,,XpressBees,3,2021-05-10,2021-05-10
ORD-10908,2021-05-07,CUST-10128,Loyal,Organic Search,USB-C Hub 7-in-1,SKU-HUB-005,Electronics,3,2132.77,0.0,6398.31,3199.16,3199.15,Bengaluru,Karnataka,Cash on Delivery,Delivered,,Ekart,7,2021-05-12,2021-05-14
